voie;name;name_norm;last_word_norm;ways
CHEMIN;Chemin du Champ Fourmy;DU CHAMP FOURMY;FOURMY;310769507,366798288
GRANDE RUE;Grande Rue;;DAUPHIN;310769505
ROUTE;Route de Marey;DE MAREY;MAREY;352084392
RUE;Rue de l'Échalier;DE L ECHALIER;ECHALIER;366798290
RUE;Rue de la Croix Dauphin;DE LA CROIX DAUPHIN;DAUPHIN;114579248
RUE;Rue du Millery;DU MILLERY;MILLERY;114579245
