voie;name;name_norm;last_word_norm;ways
PLACE;Place de l'Église;DE L EGLISE;EGLISE;164817206
ROUTE;Route d'Humières;D HUMIERES;HUMIERES;248626799
RUE;Rue Ravage;RAVAGE;EGLISE;164817208
RUE;Rue Saint-Hubert;SAINT HUBERT;HUBERT;351208511
RUE;Rue de Neulette;DE NEULETTE;NEULETTE;247574871
RUE;Rue de Willeman;DE WILLEMAN;WILLEMAN;351684281
