dep_relation;dep_insee;ville_relation;ville_node;ville_insee;lat;lon;name;name_norm;population;source_population
7434;26;77510;33155993;26071;45.0583740;4.9187784;Chanos-Curson;CHANOS CURSON;1095;INSEE 2013
7434;26;77503;33156008;26072;45.1120000;4.8981600;Chantemerle-les-Blés;CHANTEMERLE LES BLES;1114;INSEE 2013
7434;26;88678;33155829;26073;44.4029629;4.8356238;Chantemerle-lès-Grignan;CHANTEMERLE LES GRIGNAN;223;INSEE 2013
7434;26;63576;33155973;26074;44.9681874;5.4161361;La Chapelle-en-Vercors;LA CHAPELLE EN VERCORS;675;INSEE 2013
7434;26;72963;339941854;26075;44.4700411;5.4502362;La Charce;LA CHARCE;30;INSEE 2013
7434;26;88954;356590839;26076;44.5383281;5.5095255;Charens;CHARENS;25;INSEE 2013
7434;26;71431;33156017;26077;45.1483964;5.0165372;Charmes-sur-l'Herbasse;CHARMES SUR L HERBASSE;908;INSEE 2013
7434;26;1929940;33155883;26078;44.5916000;4.9530500;Charols;CHAROLS;;
7434;26;78683;33155968;26079;44.9387472;5.0929503;Charpey;CHARPEY;1276;INSEE 2013
7434;26;86543;354400612;26080;44.6649286;5.2009574;Chastel-Arnaud;CHASTEL ARNAUD;47;INSEE 2013
7434;26;79231;33155964;26081;44.8994708;5.0959084;Châteaudouble;CHATEAUDOUBLE;556;INSEE 2013
7434;26;78398;33155810;26082;44.3358139;5.1774912;Châteauneuf-de-Bordette;CHATEAUNEUF DE BORDETTE;99;INSEE 2013
7434;26;67066;33156049;26083;45.2322030;4.9575857;Châteauneuf-de-Galaure;CHATEAUNEUF DE GALAURE;1572;INSEE 2013
7434;26;63047;26697976;26084;45.0148392;4.9391394;Châteauneuf-sur-Isère;CHATEAUNEUF SUR ISERE;3807;INSEE 2013
7434;26;71209;26698382;26085;44.4908219;4.7190650;Châteauneuf-du-Rhône;CHATEAUNEUF DU RHONE;2380;INSEE 2013
7434;26;9165268;5899740644;26086;44.6939566;5.4841056;Châtillon-en-Diois;CHATILLON EN DIOIS;563;INSEE 2013
7434;26;61555;33156001;26087;45.0879253;5.1321737;Châtillon-Saint-Jean;CHATILLON SAINT JEAN;1178;INSEE 2013
7434;26;60581;26697464;26088;45.0061626;5.0899218;Chatuzange-le-Goubet;CHATUZANGE LE GOUBET;4733;INSEE 2013
7434;26;2906278;1699548136;26089;44.4754395;5.2335861;Chaudebonne;CHAUDEBONNE;57;INSEE 2013
7434;26;1390022;1117795652;26090;44.6320884;5.2158667;La Chaudière;LA CHAUDIERE;21;INSEE 2013
7434;26;72668;853881146;26091;44.3211833;5.5257173;Chauvac-Laux-Montaux;CHAUVAC LAUX MONTAUX;43;INSEE 2013
7434;26;77507;33156005;26092;45.1045000;4.9253900;Chavannes;CHAVANNES;528;INSEE 2013
7434;26;88676;33155819;26093;44.3708911;4.8067357;Clansayes;CLANSAYES;544;INSEE 2013
7434;26;76948;33156024;26094;45.1800417;4.9301557;Claveyson;CLAVEYSON;894;INSEE 2013
7434;26;1929980;33155893;26095;44.6111199;4.9358296;Cléon-d'Andran;CLEON D ANDRAN;;
7434;26;77509;33155995;26096;45.0766289;4.9587800;Clérieux;CLERIEUX;2040;INSEE 2013
7434;26;89383;33155929;26097;44.7169021;4.8339034;Cliousclat;CLIOUSCLAT;636;INSEE 2013
7434;26;82293;33155940;26098;44.7604000;5.0760800;Cobonne;COBONNE;165;INSEE 2013
7434;26;68399;33155825;26099;44.3925000;4.8990200;Colonzelle;COLONZELLE;478;INSEE 2013
7434;26;79235;33155962;26100;44.8754043;5.0766768;Combovin;COMBOVIN;409;INSEE 2013
7434;26;127848;33155867;26101;44.5524955;5.1118133;Comps;COMPS;167;INSEE 2013
7434;26;89385;33155900;26102;44.6419942;4.8177197;Condillac;CONDILLAC;147;INSEE 2013
7434;26;2905537;33155830;26103;44.4071052;5.2004006;Condorcet;CONDORCET;484;INSEE 2013
7434;26;76728;33155842;26104;44.4432836;5.3866599;Cornillac;CORNILLAC;85;INSEE 2013
7434;26;1384653;33155847;26105;44.4586645;5.3678723;Cornillon-sur-l'Oule;CORNILLON SUR L OULE;74;INSEE 2013
7434;26;76929;33155904;26106;44.6476915;4.7825398;La Coucourde;LA COUCOURDE;978;INSEE 2013
7434;26;71593;33156022;26107;45.1740835;5.0711595;Crépol;CREPOL;521;INSEE 2013
7434;26;84754;26694320;26108;44.7282675;5.0236641;Crest;CREST;7915;INSEE
7434;26;66525;33156002;26110;45.0907000;4.8459200;Crozes-Hermitage;CROZES HERMITAGE;557;INSEE 2013
7434;26;2886663;33155870;26111;44.5545000;5.1717900;Crupies;CRUPIES;91;INSEE 2013
7434;26;2904841;33155823;26112;44.3854652;5.2347429;Curnier;CURNIER;197;INSEE 2013
7434;26;66441;1430593250;26113;44.7533712;5.3689136;Die;DIE;4392;INSEE 2012
7434;26;127270;26696239;26114;44.5236962;5.0663637;Dieulefit;DIEULEFIT;3004;INSEE 2013
7434;26;87854;33155924;26115;44.7045098;5.0049748;Divajeu;DIVAJEU;608;INSEE
7434;26;71214;26698268;26116;44.4442014;4.7073439;Donzère;DONZERE;5343;INSEE 2013
7434;26;60459;1699548197;26117;45.0266616;5.3844084;Échevis;ECHEVIS;52;INSEE 2013
7434;26;63453;33156043;26118;45.3094000;4.9306400;Épinouze;EPINOUZE;1450;INSEE 2013
7434;26;66516;33156010;26119;45.1197078;4.8212181;Érôme;EROME;845;INSEE 2013
7434;26;89392;33155859;26121;44.5163854;4.8231055;Espeluche;ESPELUCHE;1050;INSEE 2013
7434;26;86733;33155915;26122;44.6838000;5.2348738;Espenel;ESPENEL;116;INSEE 2013
7434;26;72961;339939545;26123;44.5067938;5.4378250;Establet;ESTABLET;28;
7434;26;38633;26695764;26124;44.8363656;4.8934402;Étoile-sur-Rhône;ETOILE SUR RHONE;4731;INSEE 2013
7434;26;83681;33155938;26125;44.7588013;4.9890878;Eurre;EURRE;1122;INSEE 2013
7434;26;77511;33155784;26126;44.2393970;5.6075471;Eygalayes;EYGALAYES;69;INSEE 2013
7434;26;77894;33155783;26127;44.2391000;5.2811600;Eygaliers;EYGALIERS;107;INSEE 2013
7434;26;80286;348198974;26128;44.7994128;5.2152869;Eygluy-Escoulin;EYGLUY ESCOULIN;64;INSEE 2013
7434;26;49567;33155997;26129;45.0774007;5.1781305;Eymeux;EYMEUX;1003;INSEE 2013
7434;26;2905555;1699548147;26130;44.4173419;5.2262403;Eyroles;EYROLES;27;INSEE 2013
7434;26;127271;33155871;26131;44.5648914;5.0112867;Eyzahut;EYZAHUT;133;INSEE 2013
7434;26;71694;33156044;26133;45.2136000;4.9067400;Fay-le-Clos;FAY LE CLOS;153;INSEE 2013
7434;26;2877307;33155881;26134;44.5846512;5.0530911;Félines-sur-Rimandoule;FELINES SUR RIMANDOULE;70;INSEE 2013
7434;26;77885;33155774;26135;44.1352848;5.4779389;Ferrassières;FERRASSIERES;118;INSEE 2013
7434;26;72865;339811815;26136;44.5907006;5.5832222;Val-Maravel;VAL MARAVEL;40;INSEE 2013
7434;26;173582;33155896;26137;44.6238046;5.0858842;Francillon-sur-Roubion;FRANCILLON SUR ROUBION;178;INSEE 2013
7434;26;88677;33155826;26138;44.3931157;4.7535439;La Garde-Adhémar;LA GARDE ADHEMAR;1118;INSEE 2013
7434;26;63219;33155999;26139;45.0848000;5.0862200;Génissieux;GENISSIEUX;1992;INSEE 2013
7434;26;71690;33156011;26140;45.1206360;5.0938028;Geyssans;GEYSSANS;620;INSEE 2013
7434;26;79734;33155947;26141;44.7933000;5.1073600;Gigors-et-Lozeron;GIGORS ET LOZERON;168;INSEE 2013
7434;26;63779;33155916;26142;44.6884000;5.5979300;Glandage;GLANDAGE;97;INSEE 2013
7434;26;61056;33156030;26143;45.2701598;5.1034843;Le Grand-Serre;LE GRAND SERRE;834;INSEE
7434;26;87151;33155934;26144;44.7315000;4.9265000;Grane;GRANE;1730;INSEE
7434;26;88681;33155833;26145;44.4152629;4.7635438;Les Granges-Gontardes;LES GRANGES GONTARDES;542;INSEE 2013
7434;26;68505;33155835;26146;44.4205000;4.9099300;Grignan;GRIGNAN;1607;INSEE 2013
7434;26;2886616;1699548158;26147;44.5121070;5.2535994;Gumiane;GUMIANE;24;INSEE 2013
7434;26;49636;33156031;26148;45.2557687;5.0275754;Hauterives;HAUTERIVES;1680;INSEE 2013
7434;26;60349;33155985;26149;45.0385950;5.1998461;Hostun;HOSTUN;956;INSEE 2013
7434;26;72014;339064982;26150;44.2556309;5.5930379;Izon-la-Bruisse;IZON LA BRUISSE;8;INSEE 2013
7434;26;2621921;33155876;26152;44.5712455;5.4041760;Jonchères;JONCHERES;39;INSEE 2013
7434;26;72015;33155798;26153;44.2927601;5.5960174;Laborel;LABOREL;105;INSEE 2013
7434;26;71880;33155781;26154;44.2315362;5.6362573;Lachau;LACHAU;215;INSEE 2013
7434;26;63300;33156042;26155;45.3227066;4.9940870;Lapeyrouse-Mornay;LAPEYROUSE MORNAY;1127;INSEE 2013
7434;26;66816;33156004;26156;45.0974000;4.8628400;Larnage;LARNAGE;993;INSEE 2013
7434;26;1929956;33155890;26157;44.6017642;4.8457549;La Laupie;LA LAUPIE;691;INSEE 2013
7434;26;66437;33155930;26159;44.7168000;5.4333200;Laval-d'Aix;LAVAL D AIX;121;INSEE 2013
7434;26;66448;33156050;26160;45.2023158;4.8144436;Laveyron;LAVEYRON;977;INSEE 2013
7434;26;76752;344529876;26161;44.3515588;5.4196972;Lemps;LEMPS;44;
7434;26;63271;33156039;26162;45.2916222;5.0421717;Lens-Lestang;LENS LESTANG;825;INSEE 2013
7434;26;78909;33155965;26163;44.9114000;5.1923300;Léoncel;LEONCEL;57;INSEE 2013
7434;26;88569;339811818;26164;44.5976999;5.5277552;Lesches-en-Diois;LESCHES EN DIOIS;58;INSEE 2013
7434;26;76767;26697014;26165;44.7726501;4.8455070;Livron-sur-Drôme;LIVRON SUR DROME;8972;INSEE 2013
7434;26;76921;26694538;26166;44.7518413;4.8222790;Loriol-sur-Drôme;LORIOL SUR DROME;5821;INSEE 2013
7434;26;88556;33155894;26167;44.6152000;5.4517754;Luc-en-Diois;LUC EN DIOIS;500;
7434;26;63722;1868623054;26168;44.6653550;5.7051979;Lus-la-Croix-Haute;LUS LA CROIX HAUTE;517;INSEE 2013
7434;26;88684;33155851;26169;44.4864576;4.7517236;Malataverne;MALATAVERNE;1821;INSEE 2013
7434;26;79462;26696555;26170;44.9006599;4.9591496;Malissard;MALISSARD;3224;INSEE 2013
7434;26;415578;33155887;26171;44.5991000;4.9833000;Manas;MANAS;183;INSEE 2013
7434;26;63298;33156038;26172;45.3025000;5.0048600;Manthes;MANTHES;633;INSEE 2013
7434;26;61040;2291944610;26173;44.9762685;5.1080902;Marches;MARCHES;751;INSEE 2013
7434;26;71430;33156016;26174;45.1478000;5.0359700;Margès;MARGES;925;INSEE 2013
7434;26;79148;33155951;26175;44.8018000;5.3335800;Marignac-en-Diois;MARIGNAC EN DIOIS;175;INSEE 2013
7434;26;1929959;33155902;26176;44.6433772;4.8730928;Marsanne;MARSANNE;1181;INSEE 2013
7434;26;77504;33156009;26177;45.1163000;4.9446400;Marsaz;MARSAZ;716;INSEE 2013
7434;26;88508;33155910;26178;44.6647585;5.4633879;Menglon;MENGLON;411;INSEE 2013
7434;26;5759811;33155996;26179;45.0763000;4.8905100;Mercurol;MERCUROL;2168;INSEE 2013
7434;26;78384;33155791;26180;44.2730413;5.1576321;Mérindol-les-Oliviers;MERINDOL LES OLIVIERS;205;INSEE 2013
7434;26;90408;33155785;26181;44.2413356;5.4639937;Mévouillon;MEVOUILLON;214;INSEE 2013
7434;26;78397;33155806;26182;44.3109000;5.0981700;Mirabel-aux-Baronnies;MIRABEL AUX BARONNIES;1537;INSEE 2013
7434;26;86436;33155926;26183;44.7096000;5.0913800;Mirabel-et-Blacons;MIRABEL ET BLACONS;893;INSEE 2013
7434;26;71585;1699548159;26184;45.1985146;5.1103651;Miribel;MIRIBEL;263;INSEE 2013
7434;26;89384;33155921;26185;44.6983870;4.8360583;Mirmande;MIRMANDE;500;
7434;26;88568;2043314754;26186;44.6289392;5.5251135;Miscon;MISCON;58;INSEE 2013
7434;26;66438;33155932;26187;44.7253463;5.4000928;Molières-Glandaz;MOLIERES GLANDAZ;118;INSEE 2013
7434;26;78232;33155782;26188;44.2372447;5.1905466;Mollans-sur-Ouvèze;MOLLANS SUR OUVEZE;1061;INSEE 2013
7434;26;89942;33155789;26189;44.2762785;5.4869491;Montauban-sur-l'Ouvèze;MONTAUBAN SUR L OUVEZE;104;INSEE 2013
7434;26;92143;33155816;26190;44.3580000;5.2246400;Montaulieu;MONTAULIEU;74;INSEE 2013
7434;26;89388;33155868;26191;44.5526255;4.8086243;Montboucher-sur-Jabron;MONTBOUCHER SUR JABRON;2083;INSEE 2013
7434;26;68728;1868612270;26192;44.4373794;5.0192786;Montbrison-sur-Lez;MONTBRISON SUR LEZ;309;INSEE 2013
7434;26;77887;33155777;26193;44.1751941;5.4413098;Montbrun-les-Bains;MONTBRUN LES BAINS;470;INSEE 2013
7434;26;71432;33156029;26194;45.1955309;5.0314318;Montchenu;MONTCHENU;572;INSEE 2013
7434;26;82259;33155936;26195;44.7472495;5.1434767;Montclar-sur-Gervanne;MONTCLAR SUR GERVANNE;184;INSEE 2013
7434;26;79736;33155957;26196;44.8534000;4.9329600;Montéléger;MONTELEGER;1836;INSEE 2013
7434;26;78682;26696765;26197;44.9383292;5.0284008;Montélier;MONTELIER;3528;INSEE 2013
7434;26;70292;26692095;26198;44.5579391;4.7503180;Montélimar;MONTELIMAR;35314;INSEE 2013
7434;26;76756;344532494;26199;44.3598393;5.4500435;Montferrand-la-Fare;MONTFERRAND LA FARE;43;INSEE 2013
7434;26;70895;33155776;26200;44.1748545;5.6387219;Montfroc;MONTFROC;80;
7434;26;89944;33155797;26201;44.2873608;5.4576221;Montguers;MONTGUERS;57;
7434;26;415582;33155853;26202;44.5000122;5.0970098;Montjoux;MONTJOUX;322;INSEE 2013
7434;26;400043;33155849;26203;44.4773999;4.8533567;Montjoyer;MONTJOYER;267;INSEE 2013
7434;26;88951;33155899;26204;44.6299502;5.4314490;Montlaur-en-Diois;MONTLAUR EN DIOIS;156;INSEE 2013
7434;26;88334;5984056427;26205;44.6759507;5.3797073;Montmaur-en-Diois;MONTMAUR EN DIOIS;79;INSEE 2013
7434;26;79740;26695009;26206;44.8326866;4.9772114;Montmeyran;MONTMEYRAN;2859;INSEE 2013
7434;26;62164;33156018;26207;45.1549000;5.1497100;Montmiral;MONTMIRAL;620;INSEE 2013
7434;26;83679;33155949;26208;44.7959000;4.9429200;Montoison;MONTOISON;1734;INSEE 2013
7434;26;2894347;1333848244;26209;44.4020376;5.3000729;Montréal-les-Sources;MONTREAL LES SOURCES;32;INSEE 2013
7434;26;9043263;33156032;26210;45.2190404;5.1306836;Montrigaud;MONTRIGAUD;490;INSEE 2013
7434;26;68390;33155817;26211;44.3604897;4.8603562;Montségur-sur-Lauzon;MONTSEGUR SUR LAUZON;1181;INSEE 2013
7434;26;79465;33155961;26212;44.8724056;5.0227408;Montvendre;MONTVENDRE;1054;INSEE 2013
7434;26;63299;33156036;26213;45.2910000;4.9973800;Moras-en-Valloire;MORAS EN VALLOIRE;612;INSEE 2013
7434;26;2886719;33155895;26214;44.6196000;5.1246200;Mornans;MORNANS;70;INSEE 2013
7434;26;240511;33155850;26215;44.4853515;5.3794919;La Motte-Chalancon;LA MOTTE CHALANCON;395;INSEE 2013
7434;26;71698;3454019227;26216;45.1968279;4.9063991;La Motte-de-Galaure;LA MOTTE DE GALAURE;772;INSEE 2013
7434;26;60463;33155991;26217;45.0503712;5.2670834;La Motte-Fanjas;LA MOTTE FANJAS;165;INSEE 2013
7434;26;63053;26697499;26218;45.0702610;5.0510242;Mours-Saint-Eusèbe;MOURS SAINT EUSEBE;2535;INSEE 2013
7434;26;71693;33156041;26219;45.2092000;4.9303700;Mureils;MUREILS;376;INSEE 2013
7434;26;92137;26696780;26220;44.3555000;5.1283800;Nyons;NYONS;6950;INSEE
7434;26;79136;33155959;26221;44.8631080;5.2200831;Omblèze;OMBLEZE;68;INSEE 2013
7434;26;415617;650301898;26222;44.5493333;5.1332473;Orcinas;ORCINAS;30;INSEE 2013
7434;26;61044;33155979;26223;44.9968000;5.2739400;Oriol-en-Royans;ORIOL EN ROYANS;533;INSEE 2013
7434;26;79733;33155953;26224;44.8043000;5.0459300;Ourches;OURCHES;233;INSEE 2013
7434;26;62163;33156007;26225;45.1096000;5.1455900;Parnans;PARNANS;672;INSEE 2013
7434;26;415577;1868614045;26226;44.4296421;5.0494329;Le Pègue;LE PEGUE;395;INSEE 2013
7434;26;76738;344524675;26227;44.3830026;5.3926373;Pelonne;PELONNE;18;INSEE 2013
7434;26;78228;33155788;26229;44.2503474;5.2304723;La Penne-sur-l'Ouvèze;LA PENNE SUR L OUVEZE;95;INSEE 2013
7434;26;63218;26698417;26231;45.0922562;5.0477740;Peyrins;PEYRINS;2424;INSEE 2013
7434;26;78894;33155966;26232;44.9122149;5.1102280;Peyrus;PEYRUS;632;INSEE 2013
7434;26;78388;33155803;26233;44.3009000;5.1269500;Piégon;PIEGON;258;INSEE 2013
7434;26;86450;33155922;26234;44.7002809;5.0975290;Piégros-la-Clastre;PIEGROS LA CLASTRE;845;
7434;26;70411;26691414;26235;44.3778474;4.6976609;Pierrelatte;PIERRELATTE;13026;INSEE 2013
7434;26;78385;33155786;26236;44.2451494;5.2170696;Pierrelongue;PIERRELONGUE;209;INSEE 2013
7434;26;92142;33155821;26238;44.3793270;5.1911957;Les Pilles;LES PILLES;254;INSEE 2013
7434;26;77893;33155780;26239;44.2296631;5.3173918;Plaisians;PLAISIANS;175;INSEE 2013
7434;26;79735;33155954;26240;44.8126115;5.1656783;Plan-de-Baix;PLAN DE BAIX;131;INSEE 2013
7434;26;2815755;33155889;26241;44.6016000;5.1036700;Le Poët-Célard;LE POET CELARD;127;INSEE 2013
7434;26;90405;358268037;26242;44.2544171;5.3918362;Le Poët-en-Percip;LE POET EN PERCIP;19;
7434;26;127280;33155862;26243;44.5368217;5.0145615;Le Poët-Laval;LE POET LAVAL;944;INSEE 2013
7434;26;92629;33155818;26244;44.3694000;5.3170800;Le Poët-Sigillat;LE POET SIGILLAT;118;INSEE 2013
7434;26;76718;344515301;26245;44.4467483;5.4525506;Pommerol;POMMEROL;17;
7434;26;79149;33155946;26246;44.7870000;5.3164800;Ponet-et-Saint-Auban;PONET ET SAINT AUBAN;129;INSEE 2013
7434;26;66510;33156020;26247;45.1591000;4.8355200;Ponsas;PONSAS;477;INSEE 2013
7434;26;80294;33155937;26248;44.7506476;5.2640338;Pontaix;PONTAIX;166;INSEE 2013
7434;26;415618;33155888;26249;44.6009000;5.0094100;Pont-de-Barret;PONT DE BARRET;586;INSEE 2013
7434;26;63561;26694685;26250;45.0043310;4.8714601;Pont-de-l'Isère;PONT DE L ISERE;2871;INSEE 2013
7434;26;415619;33155861;26251;44.5291281;4.9108067;Portes-en-Valdaine;PORTES EN VALDAINE;382;INSEE 2013
7434;26;49275;26694382;26252;44.8753434;4.8774936;Portes-lès-Valence;PORTES LES VALENCE;10209;INSEE 2013
7434;26;88956;33155886;26253;44.5991180;5.4200211;Poyols;POYOLS;76;INSEE 2013
7434;26;214342;419274213;26254;44.6081944;5.2911188;Pradelle;PRADELLE;20;INSEE 2013
7434;26;72876;339828751;26255;44.5327358;5.5797502;Les Prés;LES PRES;22;INSEE 2013
7434;26;78679;33155793;26256;44.2782562;5.1985049;Propiac;PROPIAC;107;INSEE 2013
7434;26;415620;33155864;26257;44.5430034;4.8482494;Puygiron;PUYGIRON;447;INSEE 2013
7434;26;1930002;33155897;26258;44.6286035;4.9716301;Puy-Saint-Martin;PUY SAINT MARTIN;840;INSEE
7434;26;76939;33156025;26259;45.1817823;4.9675274;Ratières;RATIERES;273;INSEE 2013
7434;26;88685;33155844;26261;44.4440629;4.8435338;Réauville;REAUVILLE;377;INSEE 2013
7434;26;88512;33155906;26262;44.6526672;5.4125139;Recoubeau-Jansac;RECOUBEAU JANSAC;244;INSEE 2013
7434;26;77888;33155775;26263;44.1677664;5.4206305;Reilhanette;REILHANETTE;145;INSEE 2013
7434;26;2886741;33155831;26264;44.4136434;5.3560477;Rémuzat;REMUZAT;329;INSEE 2013
7434;26;157567;416540201;26266;44.6582809;5.3114483;Rimon-et-Savel;RIMON ET SAVEL;32;INSEE 2013
7434;26;89952;357806676;26267;44.2733077;5.4606912;Rioms;RIOMS;26;INSEE 2013
7434;26;415624;33155878;26268;44.5801000;5.0313300;Rochebaudin;ROCHEBAUDIN;124;INSEE 2013
7434;26;92620;360102468;26269;44.3368023;5.2456655;Rochebrune;ROCHEBRUNE;52;INSEE 2013
7434;26;60356;33155984;26270;45.0340293;5.2529082;Rochechinard;ROCHECHINARD;100;
7434;26;63566;26697606;26271;45.0133527;4.8443331;La Roche-de-Glun;LA ROCHE DE GLUN;3167;INSEE 2013
7434;26;415625;33155854;26272;44.5156368;4.8611902;Rochefort-en-Valdaine;ROCHEFORT EN VALDAINE;344;INSEE 2013
7434;26;61039;33155974;26273;44.9716981;5.1499676;Rochefort-Samson;ROCHEFORT SAMSON;948;INSEE 2013
7434;26;70894;33155787;26275;44.2487869;4.8298236;Rochegude;ROCHEGUDE;1470;INSEE 2013
7434;26;415575;33155848;26276;44.4756000;5.0278900;Roche-Saint-Secret-Béconne;ROCHE SAINT SECRET BECONNE;363;INSEE 2013
7434;26;1930610;33155913;26277;44.6825148;4.9401246;La Roche-sur-Grane;LA ROCHE SUR GRANE;164;INSEE 2013
7434;26;90399;33155792;26278;44.2765862;5.3137907;La Roche-sur-le-Buis;LA ROCHE SUR LE BUIS;336;INSEE 2013
7434;26;90403;33155790;26279;44.2695186;5.4205041;La Rochette-du-Buis;LA ROCHETTE DU BUIS;65;INSEE 2013
7434;26;36664;26692008;26281;45.0458886;5.0528681;Romans-sur-Isère;ROMANS SUR ISERE;33536;INSEE 2013
7434;26;63670;33155945;26282;44.7789044;5.4085829;Romeyer;ROMEYER;213;INSEE 2013
7434;26;1358733;1083696987;26283;44.4750105;5.4186947;Rottier;ROTTIER;30;
7434;26;88683;33155839;26284;44.4300629;4.8019438;Roussas;ROUSSAS;345;INSEE 2013
7434;26;68941;1673962357;26285;44.4190446;5.0617808;Rousset-les-Vignes;ROUSSET LES VIGNES;287;INSEE 2013
7434;26;76757;344532508;26286;44.3329717;5.4727511;Roussieux;ROUSSIEUX;23;INSEE 2013
7434;26;1930613;33155901;26287;44.6425000;4.9404200;Roynac;ROYNAC;458;INSEE 2013
7434;26;2894348;33155832;26288;44.4147018;5.2678549;Sahune;SAHUNE;326;INSEE 2013
7434;26;86455;2341520682;26289;44.6975415;5.1972501;Saillans;SAILLANS;1159;INSEE 2013
7434;26;63579;33155967;26290;44.9354489;5.4316198;Saint-Agnan-en-Vercors;SAINT AGNAN EN VERCORS;378;INSEE 2013
7434;26;79744;348198972;26291;44.7997453;5.2597931;Saint-Andéol;SAINT ANDEOL;60;INSEE 2013
7434;26;76934;4804034467;26293;45.1970900;4.9693139;Saint-Avit;SAINT AVIT;312;INSEE 2013
7434;26;63217;33156000;26294;45.0857000;4.9726500;Saint-Bardoux;SAINT BARDOUX;582;INSEE 2013
7434;26;76950;1699548165;26295;45.1688319;4.8719108;Saint-Barthélemy-de-Vals;SAINT BARTHELEMY DE VALS;1891;INSEE 2013
7434;26;171042;419284702;26296;44.6628706;5.2732557;Saint-Benoit-en-Diois;SAINT BENOIT EN DIOIS;27;INSEE 2013
7434;26;61182;33156028;26297;45.1951006;5.1427272;Saint-Bonnet-de-Valclérieux;SAINT BONNET DE VALCLERIEUX;216;INSEE 2013
7434;26;71433;33156051;26298;45.2080273;5.0692057;Saint-Christophe-et-le-Laris;SAINT CHRISTOPHE ET LE LARIS;402;INSEE 2013
7434;26;79760;33155942;26299;44.7686623;5.2828346;Sainte-Croix;SAINTE CROIX;82;INSEE 2013
7434;26;72959;339939142;26300;44.5140945;5.4767274;Saint-Dizier-en-Diois;SAINT DIZIER EN DIOIS;34;INSEE 2013
7434;26;76954;26697836;26301;45.1212493;4.9822895;Saint-Donat-sur-l'Herbasse;SAINT DONAT SUR L HERBASSE;3854;INSEE 2013
7434;26;60457;33155986;26302;45.0482826;5.3390411;Sainte-Eulalie-en-Royans;SAINTE EULALIE EN ROYANS;549;INSEE 2013
7434;26;89956;33155802;26303;44.3000035;5.3784376;Sainte-Euphémie-sur-Ouvèze;SAINTE EUPHEMIE SUR OUVEZE;86;INSEE 2013
7434;26;2906279;33155837;26304;44.4268080;5.2174101;Saint-Ferréol-Trente-Pas;SAINT FERREOL TRENTE PAS;223;INSEE 2013
7434;26;1929977;33155879;26305;44.5834475;4.8910652;Saint-Gervais-sur-Roubion;SAINT GERVAIS SUR ROUBION;;
7434;26;92617;33155813;26306;44.3450842;5.2833145;Sainte-Jalle;SAINTE JALLE;277;INSEE 2013
7434;26;61042;26695324;26307;45.0161452;5.2906770;Saint-Jean-en-Royans;SAINT JEAN EN ROYANS;2979;INSEE 2013
7434;26;79140;33155956;26308;44.8371000;5.2925000;Saint-Julien-en-Quint;SAINT JULIEN EN QUINT;137;INSEE 2013
7434;26;60445;33155987;26309;45.0502203;5.4493797;Saint-Julien-en-Vercors;SAINT JULIEN EN VERCORS;226;INSEE 2013
7434;26;71592;33156026;26310;45.1821195;5.1018645;Saint-Laurent-d'Onay;SAINT LAURENT D ONAY;138;INSEE 2013
7434;26;61041;33155983;26311;45.0280551;5.3260927;Saint-Laurent-en-Royans;SAINT LAURENT EN ROYANS;1324;INSEE 2013
7434;26;89386;33155885;26312;44.5959000;4.8046800;Saint-Marcel-lès-Sauzet;SAINT MARCEL LES SAUZET;1147;INSEE 2013
7434;26;63573;26696164;26313;44.9711965;4.9542484;Saint-Marcel-lès-Valence;SAINT MARCEL LES VALENCE;5293;INSEE 2013
7434;26;67067;33156033;26314;45.2170000;4.9829500;Saint-Martin-d'Août;SAINT MARTIN D AOUT;401;INSEE 2013
7434;26;60451;33155981;26315;45.0216044;5.4428431;Saint-Martin-en-Vercors;SAINT MARTIN EN VERCORS;396;INSEE 2013
7434;26;61043;33155977;26316;44.9868000;5.2730000;Saint-Martin-le-Colonel;SAINT MARTIN LE COLONEL;163;INSEE 2013
7434;26;67686;33155801;26317;44.2988000;5.0099300;Saint-Maurice-sur-Eygues;SAINT MAURICE SUR EYGUES;661;INSEE 2013
7434;26;2886760;1267783209;26318;44.4266545;5.3176287;Saint-May;SAINT MAY;43;INSEE 2013
7434;26;71687;33156015;26319;45.1443678;5.1214796;Saint-Michel-sur-Savasse;SAINT MICHEL SUR SAVASSE;546;INSEE 2013
7434;26;60258;33155992;26320;45.0603491;5.2472008;Saint-Nazaire-en-Royans;SAINT NAZAIRE EN ROYANS;749;INSEE 2013
7434;26;214721;33155873;26321;44.5690000;5.2761800;Saint-Nazaire-le-Désert;SAINT NAZAIRE LE DESERT;141;INSEE 2013
7434;26;68731;33155828;26322;44.3984377;5.0434820;Saint-Pantaléon-les-Vignes;SAINT PANTALEON LES VIGNES;419;INSEE 2013
7434;26;37306;1868625206;26323;45.0672206;5.1324053;Saint-Paul-lès-Romans;SAINT PAUL LES ROMANS;1760;INSEE 2013
7434;26;70700;26695264;26324;44.3475554;4.7707325;Saint-Paul-Trois-Châteaux;SAINT PAUL TROIS CHATEAUX;8691;INSEE 2013
7434;26;168166;26697917;26325;45.2920200;4.8147808;Saint-Rambert-d'Albon;SAINT RAMBERT D ALBON;5961;INSEE 2013
7434;26;70788;33155808;26326;44.3317996;4.7896833;Saint-Restitut;SAINT RESTITUT;1390;INSEE 2013
